item,description,primary_machine,runs,scorable_runs,units_made,scorable_units,machine_hrs,direct_labor_hrs,direct_labor_usd,expected_hrs,actual_hrs_scorable,efficiency_pct,standard_looks_suspect,overrun_hrs,overrun_usd,actual_units_per_operator_hr,standard_units_per_operator_hr,actual_units_per_machine_hr
40016,Vanilla Nut Tagless Tea Bag - 50 Ct - GA,AMS,8,6,2103,2103,32.9,77.5,2019.39,72.2,54.8,131.8,,-17.4,-454.41,38.39,29.12,63.88
46010,ORG Dark Chocolate 10 Ct Tea Bag/6 Count Case,Maisa 2+3,9,9,4531,4531,33.8,169.2,4409.35,186.7,169.2,110.4,,-17.5,-456.64,26.78,24.27,133.89
TB060,ORG Hazelnut Tea Bag Loose - GA,Maisa 1,8,8,124264,124264,21.8,68.0,1771.82,85.7,68.0,126.1,,-17.8,-462.62,1827.68,1449.28,5708.04
50010,ORG Vanilla Nut 30g Trial Size Packet - GA,WeighRight,5,5,6840,6840,10.0,28.9,751.83,47.0,28.9,162.9,,-18.1,-472.75,237.09,145.56,684.0
TB130,ORG Maca Chocolate Tea Bag - G,Maisa 2+3,6,6,99340,99340,15.2,50.3,1311.34,68.5,50.3,136.2,,-18.2,-474.93,1974.17,1449.28,6535.53
NTB3220,Dandelion Caramel Nut Tagless 6g Tea Bag - A,Maisa 2+3,3,3,73200,73200,15.7,31.4,818.81,50.5,31.4,160.8,,-19.1,-497.43,2329.73,1449.28,4659.45
45001L,Mushroom Adapt Tea Bag Sampler Box,Assembly,13,12,5302,5302,90.7,170.7,4447.92,182.1,155.5,117.1,,-26.5,-691.65,34.09,29.12,58.43
50110,ORG French Roast 30g Trial Size Packet - G,WeighRight,6,6,8405,8405,10.2,30.0,782.32,57.7,30.0,192.3,yes,-27.7,-722.44,279.98,145.56,827.26
43001L,Dandelion Tea Sampler Box - Loose - G,Assembly,17,17,5990,5990,102.0,152.3,3968.94,205.7,152.3,135.1,,-53.4,-1391.52,39.33,29.12,58.7
40001A,AMZN Labeled Herbal Tea Sampler Box/Variety Pack,Assembly,14,14,3960,3960,57.6,57.6,1501.06,136.0,57.6,236.1,yes,-78.4,-2042.75,68.75,29.12,68.75
40001L,Herbal Tea Sampler Box - Loose,Assembly,16,13,7908,7908,101.5,238.4,6214.01,271.6,176.9,153.5,,-94.7,-2467.12,44.71,29.12,77.89
43111,ORG Dandelion Dark Roast 25CT Tea Bag,Maisa 2+3,12,12,49328,49328,37.9,127.0,3310.4,847.0,127.0,666.7,yes,-719.9,-18761.42,388.32,58.24,1303.25
