item,description,primary_machine,runs,scorable_runs,units_made,scorable_units,machine_hrs,direct_labor_hrs,direct_labor_usd,expected_hrs,actual_hrs_scorable,efficiency_pct,standard_looks_suspect,overrun_hrs,overrun_usd,actual_units_per_operator_hr,standard_units_per_operator_hr,actual_units_per_machine_hr
10042,ORG Burdock 1 Lb Bag,WeighRight,12,12,9243,9243,24.3,76.4,1991.77,95.2,76.4,124.6,,-18.8,-489.22,120.93,97.09,380.37
TB504,ORG Cordyceps Schisandra Loose Tea Bag,Maisa 2+3,11,10,98976,95493,21.2,46.5,1213.09,65.9,46.5,141.5,,-19.3,-504.0,2051.41,1449.28,4666.48
85070L,ORG Miraculous Mushrooms A&P 10oz Bag/Box of 24,WeighRight,21,20,16539,16179,30.8,90.9,2367.81,111.1,90.9,122.3,,-20.3,-528.75,178.07,145.56,536.98
89002,HZ/JV/MO 11 Oz Variety Pack,Assembly,4,4,592,592,13.0,16.0,416.96,36.6,16.0,228.7,yes,-20.6,-536.62,37.0,16.18,45.61
GDB502,ORG Chaga Ashwaganda Packet Goody Bag,Assembly,7,7,710,710,3.6,3.6,94.86,24.4,3.6,669.8,yes,-20.7,-540.52,195.05,29.12,195.05
GDB080,ORG Mocha Packet Goody Bag,Assembly,7,7,685,685,2.5,2.5,65.15,23.5,2.5,940.9,yes,-21.0,-547.86,274.0,29.12,274.0
80060L,Org Hazelnut 11OZ Bag/Box of 24 - GA,WeighRight,16,16,14972,14972,27.1,81.4,2121.02,102.9,81.4,126.4,,-21.5,-559.45,183.95,145.56,551.86
GDB110,ORG French Roast Packet Goody Bag - G,Assembly,9,8,921,741,3.9,3.9,102.16,25.4,3.9,649.1,yes,-21.5,-560.97,189.03,29.12,234.95
10027,Organic Licorice C/S - 8 Oz Bag,WeighRight,10,10,6879,6879,15.5,49.3,1284.76,70.9,49.3,143.7,,-21.6,-561.69,139.53,97.09,442.66
TB331,ORG Dandelion Mocha Mint Tea Bag - A,Maisa 2+3,16,15,128775,122775,24.9,62.2,1621.97,84.7,62.2,136.1,,-22.5,-585.69,1972.61,1449.28,5171.69
53110,Dandelion Dark Roast 30g Trial Size Packet,WeighRight,6,6,10305,10305,16.8,48.1,1254.53,70.8,48.1,147.1,,-22.7,-590.4,214.06,145.56,613.76
TB130,ORG Maca Chocolate Tea Bag - G,Maisa 2+3,19,19,229467,229467,47.2,135.0,3519.14,158.3,135.0,117.2,,-23.3,-607.0,1699.25,1449.28,4856.44
50070,ORG Java 30g Trial Size Packet - GA,WeighRight,8,8,11442,11442,18.4,55.1,1436.17,78.6,55.1,142.6,,-23.5,-612.32,207.62,145.56,622.86
GDB010,ORG Vanilla Nut Packet Goody Bag - GA,Assembly,9,8,920,870,6.0,6.0,155.58,29.9,6.0,500.4,yes,-23.9,-622.99,145.73,29.12,154.1
80080,ORG Mocha 11OZ Bag/6 Count Case - GA,WeighRight,19,19,4481,4481,54.2,160.2,4174.55,184.7,160.2,115.3,,-24.5,-637.74,27.97,24.27,82.6
60110,ORG French Roast 5 Lb Bag - G,WeighRight,18,18,1535,1535,8.8,26.5,690.33,52.7,26.5,199.0,yes,-26.2,-683.34,57.95,29.12,173.84
GDB060,ORG Hazelnut Packet Goody Bag - GA,Assembly,13,11,1350,1065,9.0,9.0,234.02,36.6,9.0,407.3,yes,-27.6,-719.05,118.6,29.12,150.33
50060,ORG Hazelnut 30g Trial Size Packet - GA,WeighRight,11,11,15840,15840,28.9,81.1,2113.21,108.8,81.1,134.2,,-27.7,-722.66,195.34,145.56,548.86
50010,ORG Vanilla Nut 30g Trial Size Packet - GA,WeighRight,9,9,10800,10800,16.0,46.4,1209.97,74.2,46.4,159.8,,-27.8,-723.58,232.61,145.56,676.69
40010,ORG Vanilla Nut 10ct/6pk Tea Bag - GA,Maisa 2+3,33,33,15736,15736,156.9,620.5,16169.97,648.5,620.5,104.5,,-28.0,-729.43,25.36,24.27,100.27
80113,ORG French Roast 11OZ Bag 3PK - G,WeighRight,17,17,5936,5936,33.4,94.1,2451.46,122.3,94.1,130.0,,-28.2,-735.19,63.1,48.54,177.78
86020,ORG Macadamia Nut 10 Oz Bag/6 Count Case - GA,WeighRight,1,1,720,720,0.4,1.2,31.27,29.7,1.2,2472.6,,-28.5,-741.96,600.0,24.27,1800.0
43226,Dandelion Caramel Nut Tagless Tea Bag - 50 Ct - A,Assembly,16,16,4820,4820,67.0,135.5,3531.91,165.5,135.5,122.1,,-30.0,-781.51,35.56,29.12,71.93
TB060,ORG Hazelnut Tea Bag Loose - GA,Maisa 1,19,19,255492,255492,51.7,145.5,3792.77,176.3,145.5,121.1,,-30.7,-801.33,1755.48,1449.28,4943.73
80110A,AMZN Org French Roast 11OZ Bag/Box of 24 - G,WeighRight,23,23,24552,24552,45.8,137.4,3581.43,168.7,137.4,122.7,,-31.2,-814.17,178.65,145.56,535.95
TB010,ORG Vanilla Nut Tea Bag Loose - GA,Maisa 1,18,18,228768,228768,44.6,126.0,3283.3,157.8,126.0,125.3,,-31.9,-830.27,1815.76,1449.28,5124.73
55020,Chaga Ashwagandha 30g Trial Size Packet,WeighRight,15,15,17086,17086,27.2,81.6,2126.5,117.4,81.6,143.8,,-35.8,-932.45,209.39,145.56,628.16
NTB3220,Dandelion Caramel Nut Tagless 6g Tea Bag - A,Maisa 2+3,11,11,218400,218400,43.7,111.8,2914.55,150.7,111.8,134.7,,-38.9,-1012.59,1952.79,1449.28,5000.0
50110,ORG French Roast 30g Trial Size Packet - G,WeighRight,15,15,17323,17323,26.3,78.4,2041.8,119.0,78.4,151.9,,-40.7,-1059.57,221.1,145.56,659.42
NTB0060,Hazelnut Tagless 6g Tea Bag - GA,Maisa 2+3,10,10,168000,168000,33.4,74.8,1949.29,115.9,74.8,155.0,,-41.1,-1071.59,2245.99,1449.28,5037.48
40066,Hazelnut Tagless Tea Bag - 50 Ct - GA,Assembly,14,14,4245,4245,51.1,103.8,2705.81,145.8,103.8,140.4,,-41.9,-1093.04,40.88,29.12,83.1
47010,75147 TJ ORG Roasted Herbal Cofee (12 Pack) - G,Maisa 2+3,77,76,30554,29966,565.6,2420.6,63080.05,2469.8,2420.6,102.0,,-49.2,-1282.87,12.38,12.13,54.02
NTB0110,French Roast Tagless 6g Tea Bag - G,Maisa 1,10,10,248260,248260,43.7,97.8,2549.45,171.3,97.8,175.1,yes,-73.5,-1914.61,2537.67,1449.28,5684.91
43220,ORG Dandelion Caramel Nut 10ct/6pk Tea Bag - A,Maisa 2+3,46,45,28942,28459,229.6,1097.7,28606.06,1172.8,1097.7,106.8,,-75.1,-1956.99,25.93,24.27,126.03
12251L,Holiday Tea Bag Sampler Box ,Assembly,19,17,6604,6604,69.7,137.4,3579.86,226.8,134.8,168.2,,-92.0,-2397.29,48.99,29.12,94.8
40001A,AMZN Labeled Herbal Tea Sampler Box/Variety Pack,Assembly,34,34,12331,12331,140.6,280.4,7306.7,423.4,280.4,151.0,,-143.1,-3728.31,43.98,29.12,87.7
45001L,Mushroom Adapt Tea Bag Sampler Box,Assembly,36,35,17654,17654,175.8,450.2,11732.99,606.2,435.1,139.3,,-171.2,-4460.39,40.58,29.12,100.42
42071,ORG Candy Cane 25ct Tea Bag - G,Maisa 2+3,6,6,12419,12419,12.1,27.7,722.12,213.2,27.7,769.5,yes,-185.5,-4834.76,448.18,58.24,1027.21
43001L,Dandelion Tea Sampler Box - Loose - G,Assembly,48,48,20807,20807,254.3,504.2,13138.41,714.5,504.2,141.7,,-210.4,-5481.78,41.27,29.12,81.83
40001L,Herbal Tea Sampler Box - Loose,Assembly,36,33,20738,20738,228.2,524.6,13671.86,712.1,463.1,153.8,,-249.1,-6490.84,44.78,29.12,90.88
43111,ORG Dandelion Dark Roast 25CT Tea Bag,Maisa 2+3,28,28,62336,62336,116.1,411.9,10734.11,1070.3,411.9,259.8,yes,-658.4,-17158.14,151.34,58.24,537.01
